name,kind,first_reference,source,english_equivalent,source_form,greek_form,name_meaning,equivalent_source,equivalent_confidence,footnote
Horonaim,place,Isaiah 15:5,ot,Horonaim,Horonaim,αρωνιιμ,angers; ragings,UKJV same-reference name-order alignment,aligned,Place-name meaning: Horonaim — angers; ragings. Source form: Horonaim. Greek form: αρωνιιμ. Equivalent source: UKJV same-reference name-order alignment.
Nemrim,place,Isaiah 15:6,ot,Nimrim,Nemrim,νεμριμ,meaning uncertain/not securely attested in the consulted name dictionaries,UKJV same-reference name-order alignment,aligned,Place-name meaning: Nimrim — meaning uncertain/not securely attested in the consulted name dictionaries. Standard English equivalent: Nimrim. Source form: Nemrim. Greek form: νεμριμ. Equivalent source: UKJV same-reference name-order alignment.
Memphis,place,Isaiah 19:13,ot,Memphi,Memphis,μεμφεως,meaning uncertain/not securely attested in the consulted name dictionaries,UKJV same-reference witness,1.00,Place-name meaning: Memphi — meaning uncertain/not securely attested in the consulted name dictionaries. Standard English equivalent: Memphi. Source form: Memphis. Greek form: μεμφεως. Equivalent source: UKJV same-reference witness.
Jews,people_group,Isaiah 19:17,ot,,,,,,,Ethnic or group proper noun; retained as a people-name rather than translated as ordinary vocabulary.
Tartan,person,Isaiah 20:1,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Ashdod,place,Isaiah 20:1,ot,Ashdod,Ashdod,ασσυριων,effusion; inclination; theft,UKJV same-reference name-order alignment,aligned,Place-name meaning: Ashdod — effusion; inclination; theft. Source form: Ashdod. Greek form: ασσυριων. Equivalent source: UKJV same-reference name-order alignment.
Hilkiah,person,Isaiah 22:20,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Sepharvaim,place,Isaiah 36:19,ot,Sepharvaim,Sepharvaim,σεπφαριμ,the two books; the two scribes,UKJV same-reference name-order alignment,aligned,Place-name meaning: Sepharvaim — the two books; the two scribes. Source form: Sepharvaim. Greek form: σεπφαριμ. Equivalent source: UKJV same-reference name-order alignment.
Anag,place,Isaiah 37:13,ot,Hena,Anag,αναγ,troubling,UKJV same-reference name-order alignment,aligned,Place-name meaning: Hena — troubling. Standard English equivalent: Hena. Source form: Anag. Greek form: αναγ. Equivalent source: UKJV same-reference name-order alignment.
Ougaua,place,Isaiah 37:13,ot,Ivvah,Ougaua,ουγαυα,meaning uncertain/not securely attested in the consulted name dictionaries,Logos Bible Knowledgebase alias,alias,Place-name meaning: Ivvah — meaning uncertain/not securely attested in the consulted name dictionaries. Standard English equivalent: Ivvah. Source form: Ougaua. Greek form: ουγαυα. Equivalent source: Logos Bible Knowledgebase alias.
Armenia,place,Isaiah 37:38,ot,Armenia,Armenia,αρμενιαν,meaning uncertain/not securely attested in the consulted name dictionaries,UKJV same-reference name-order alignment,aligned,Place-name meaning: Armenia — meaning uncertain/not securely attested in the consulted name dictionaries. Source form: Armenia. Greek form: αρμενιαν. Equivalent source: UKJV same-reference name-order alignment.
Marodach,supernatural_being,Isaiah 39:1,ot,,,,,,,Source text carries this as a divine or supernatural name/title; retained as a proper noun.
Syene,place,Isaiah 43:3,ot,Sin,Syene,σοηνην,bush,UKJV same-reference name-order alignment,aligned,Place-name meaning: Sin — bush. Standard English equivalent: Sin. Source form: Syene. Greek form: σοηνην. Equivalent source: UKJV same-reference name-order alignment.
Sabeans,people_group,Isaiah 45:14,ot,,,,,,,Ethnic or group proper noun; retained as a people-name rather than translated as ordinary vocabulary.
Bel,supernatural_being,Isaiah 46:1,ot,,,,,,,Source text carries this as a divine or supernatural name/title; retained as a proper noun.
Ephah,person,Isaiah 60:6,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Nebaioth,person,Isaiah 60:7,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Greece,place,Isaiah 66:19,ot,Greece,Greece,,meaning uncertain/not securely attested in the consulted name dictionaries,UKJV same-reference witness,1.00,Place-name meaning: Greece — meaning uncertain/not securely attested in the consulted name dictionaries. Source form: Greece. Equivalent source: UKJV same-reference witness.
Tahpanhes,place,Jeremiah 2:16,ot,Tahapane,Tahpanhes,ταφνας,meaning uncertain/not securely attested in the consulted name dictionaries,UKJV same-reference name-order alignment,aligned,Place-name meaning: Tahapane — meaning uncertain/not securely attested in the consulted name dictionaries. Standard English equivalent: Tahapane. Source form: Tahpanhes. Greek form: ταφνας. Equivalent source: UKJV same-reference name-order alignment.
Assyria,place,Jeremiah 2:36,ot,Assyria,Assyria,ασσουρ,country of Assur or Ashur,UKJV same-reference name-order alignment,aligned,Place-name meaning: Assyria — country of Assur or Ashur. Source form: Assyria. Greek form: ασσουρ. Equivalent source: UKJV same-reference name-order alignment.
Tekoa,place,Jeremiah 6:1,ot,Tekoa,Tekoa,θεκουε,trumpet; that is confirmed,UKJV same-reference name-order alignment,aligned,Place-name meaning: Tekoa — trumpet; that is confirmed. Source form: Tekoa. Greek form: θεκουε. Equivalent source: UKJV same-reference name-order alignment.
Beth-haccherem,place,Jeremiah 6:1,ot,Bethhaccerem,Beth-haccherem,βαιθαχαρμα,house of the vineyard,UKJV same-reference name-order alignment,aligned,Place-name meaning: Bethhaccerem — house of the vineyard. Standard English equivalent: Bethhaccerem. Source form: Beth-haccherem. Greek form: βαιθαχαρμα. Equivalent source: UKJV same-reference name-order alignment.
Uphaz,place,Jeremiah 10:9,ot,Uphaz,Uphaz,μωφαζ,pure gold; gold of Phasis or Pison,UKJV same-reference witness,1.00,Place-name meaning: Uphaz — pure gold; gold of Phasis or Pison. Source form: Uphaz. Greek form: μωφαζ. Equivalent source: UKJV same-reference witness.
Pashhur,person,Jeremiah 20:1,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Maaseiah,person,Jeremiah 21:1,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Shallum,person,Jeremiah 22:11,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Jeconiah,person,Jeremiah 22:24,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Amos,person,Jeremiah 25:3,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Neco,person,Jeremiah 26:2,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Carchemish,place,Jeremiah 26:2,ot,Carchemish,Carchemish,χαρχαμις,meaning uncertain/not securely attested in the consulted name dictionaries,Logos Bible Knowledgebase alias,alias,Place-name meaning: Carchemish — meaning uncertain/not securely attested in the consulted name dictionaries. Source form: Carchemish. Greek form: χαρχαμις. Equivalent source: Logos Bible Knowledgebase alias.
Migdol,place,Jeremiah 26:14,ot,Migdol,Migdol,μαγδωλον,a tower,Logos Bible Knowledgebase alias,alias,Place-name meaning: Migdol — a tower. Source form: Migdol. Greek form: μαγδωλον. Equivalent source: Logos Bible Knowledgebase alias.
Greek,people_group,Jeremiah 26:16,ot,,,,,,,Ethnic or group proper noun; retained as a people-name rather than translated as ordinary vocabulary.
Merodach,supernatural_being,Jeremiah 27:2,ot,,,,,,,Source text carries this as a divine or supernatural name/title; retained as a proper noun.
Chaldea,place,Jeremiah 27:10,ot,Chaldea,Chaldea,χαλδαια,"as demons, or as robbers",UKJV same-reference witness,1.00,"Place-name meaning: Chaldea — as demons, or as robbers. Source form: Chaldea. Greek form: χαλδαια. Equivalent source: UKJV same-reference witness."
Ashkenaz,place,Jeremiah 28:27,ot,Ashkenaz,Ashkenaz,ασχαναζαιοις,a fire that spreads,Logos Bible Knowledgebase alias,alias,Place-name meaning: Ashkenaz — a fire that spreads. Source form: Ashkenaz. Greek form: ασχαναζαιοις. Equivalent source: Logos Bible Knowledgebase alias.
Seraiah,person,Jeremiah 28:59,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Neriah,person,Jeremiah 28:59,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Ashkelon,place,Jeremiah 29:5,ot,Ashkelon,Ashkelon,ασκαλων,meaning uncertain/not securely attested in the consulted name dictionaries,Logos Bible Knowledgebase alias,alias,Place-name meaning: Ashkelon — meaning uncertain/not securely attested in the consulted name dictionaries. Source form: Ashkelon. Greek form: ασκαλων. Equivalent source: Logos Bible Knowledgebase alias.
Deblathaim,place,Jeremiah 31:22,ot,Almon-diblathaim,Deblathaim,δεβλαθαιμ,hidden in a cluster of fig trees,Logos Bible Knowledgebase alias,alias,Place-name meaning: Almon-diblathaim — hidden in a cluster of fig trees. Standard English equivalent: Almon-diblathaim. Source form: Deblathaim. Greek form: δεβλαθαιμ. Equivalent source: Logos Bible Knowledgebase alias.
Gamol,place,Jeremiah 31:23,ot,Beth-gamul,Gamol,γαμωλ,"house of recompense, or of the camel",Logos Bible Knowledgebase alias,alias,"Place-name meaning: Beth-gamul — house of recompense, or of the camel. Standard English equivalent: Beth-gamul. Source form: Gamol. Greek form: γαμωλ. Equivalent source: Logos Bible Knowledgebase alias."
Karioth,place,Jeremiah 31:24,ot,Kerioth,Karioth,καριωθ,the cities; the callings,Logos Bible Knowledgebase alias,alias,Place-name meaning: Kerioth — the cities; the callings. Standard English equivalent: Kerioth. Source form: Karioth. Greek form: καριωθ. Equivalent source: Logos Bible Knowledgebase alias.
Moabitis,place,Jeremiah 31:33,ot,Kir-hareseth,Moabitis,μωαβιτιδος,meaning uncertain/not securely attested in the consulted name dictionaries,Logos Bible Knowledgebase alias,alias,Place-name meaning: Kir-hareseth — meaning uncertain/not securely attested in the consulted name dictionaries. Standard English equivalent: Kir-hareseth. Source form: Moabitis. Greek form: μωαβιτιδος. Equivalent source: Logos Bible Knowledgebase alias.
Nebrim,place,Jeremiah 31:34,ot,Nimrim,Nebrim,νεβριμ,meaning uncertain/not securely attested in the consulted name dictionaries,Logos Bible Knowledgebase alias,alias,Place-name meaning: Nimrim — meaning uncertain/not securely attested in the consulted name dictionaries. Standard English equivalent: Nimrim. Source form: Nebrim. Greek form: νεβριμ. Equivalent source: Logos Bible Knowledgebase alias.
Shemaiah,person,Jeremiah 33:20,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Ahikam,person,Jeremiah 33:24,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Shaphan,person,Jeremiah 33:24,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Hananiah,person,Jeremiah 35:1,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Azekah,place,Jeremiah 41:7,ot,Azekah,Azekah,αζηκα,strength of walls,Logos Bible Knowledgebase alias,alias,Place-name meaning: Azekah — strength of walls. Source form: Azekah. Greek form: αζηκα. Equivalent source: Logos Bible Knowledgebase alias.
Chabasin,person,Jeremiah 42:3,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Micaiah,person,Jeremiah 43:11,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Delaiah,person,Jeremiah 43:12,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Shelemiah,person,Jeremiah 43:12,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Jehudi,person,Jeremiah 43:14,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Nethaniah,person,Jeremiah 43:14,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Chusi,place,Jeremiah 43:14,ot,Chusi,Chusi,χουσι,meaning uncertain/not securely attested in the consulted name dictionaries,Logos Bible Knowledgebase alias,alias,Place-name meaning: Chusi — meaning uncertain/not securely attested in the consulted name dictionaries. Source form: Chusi. Greek form: χουσι. Equivalent source: Logos Bible Knowledgebase alias.
Shephatiah,person,Jeremiah 45:1,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Mattan,person,Jeremiah 45:1,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Gedoliah,transliterated_form,Jeremiah 45:1,ot,Gedaliah,Gedoliah,γοδολιας,God is my greatness,manual/standard English equivalent,manual,Standard English equivalent: Gedaliah. Source form: Gedoliah. Greek form: γοδολιας. Name meaning: God is my greatness. Equivalent source: manual/standard English equivalent.
Malchiah,person,Jeremiah 45:6,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Ebed-melech,person,Jeremiah 45:7,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Nebuzaradan,person,Jeremiah 47:1,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Kareah,person,Jeremiah 47:8,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Tanhumeth,person,Jeremiah 47:8,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Baalis,person,Jeremiah 47:14,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Baasha,person,Jeremiah 48:9,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Azariah,supernatural_being,Jeremiah 49:1,ot,,,,,,,Source text carries this as a divine or supernatural name/title; retained as a proper noun.
Hophra,person,Jeremiah 51:30,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Nazirites,people_group,Lamentations 4:7,ot,,,,,,,Ethnic or group proper noun; retained as a people-name rather than translated as ordinary vocabulary.
Joakim,person,Ezekiel 1:2,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Buzi,person,Ezekiel 1:3,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Jaazaniah,person,Ezekiel 8:11,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Tammuz,supernatural_being,Ezekiel 8:14,ot,,,,,,,Source text carries this as a divine or supernatural name/title; retained as a proper noun.
Azzur,person,Ezekiel 11:1,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Pelatiah,person,Ezekiel 11:1,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Benaiah,person,Ezekiel 11:1,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Assur,place,Ezekiel 16:28,ot,Assyrian,Assur,ασσουρ,meaning uncertain/not securely attested in the consulted name dictionaries,UKJV same-reference name-order alignment,aligned,Place-name meaning: Assyrian — meaning uncertain/not securely attested in the consulted name dictionaries. Standard English equivalent: Assyrian. Source form: Assur. Greek form: ασσουρ. Equivalent source: UKJV same-reference name-order alignment.
Shoa,place,Ezekiel 23:23,ot,Shoa,Shoa,σουε,kings; tyrants,UKJV same-reference name-order alignment,aligned,Place-name meaning: Shoa — kings; tyrants. Source form: Shoa. Greek form: σουε. Equivalent source: UKJV same-reference name-order alignment.
Koa,people_group,Ezekiel 23:23,ot,,,,,,,Ethnic or group proper noun; retained as a people-name rather than translated as ordinary vocabulary.
Cretans,people_group,Ezekiel 25:16,ot,,,,,,,Ethnic or group proper noun; retained as a people-name rather than translated as ordinary vocabulary.
Elishah,person,Ezekiel 27:7,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Minnith,place,Ezekiel 27:17,ot,Minnith,Minnith,,same as Minni,UKJV same-reference witness,1.00,Place-name meaning: Minnith — same as Minni. Source form: Minnith. Equivalent source: UKJV same-reference witness.
Miletus,place,Ezekiel 27:18,ot,Sahar,Miletus,μιλητου,meaning uncertain/not securely attested in the consulted name dictionaries,Logos Bible Knowledgebase alias,alias,Place-name meaning: Sahar — meaning uncertain/not securely attested in the consulted name dictionaries. Standard English equivalent: Sahar. Source form: Miletus. Greek form: μιλητου. Equivalent source: Logos Bible Knowledgebase alias.
Uzal,person,Ezekiel 27:19,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Canneh,place,Ezekiel 27:23,ot,Canneh,Canneh,χαννα,meaning uncertain/not securely attested in the consulted name dictionaries,UKJV same-reference witness,1.00,Place-name meaning: Canneh — meaning uncertain/not securely attested in the consulted name dictionaries. Source form: Canneh. Greek form: χαννα. Equivalent source: UKJV same-reference witness.
Pathros,place,Ezekiel 29:14,ot,Pathro,Pathros,παθουρης,meaning uncertain/not securely attested in the consulted name dictionaries,UKJV same-reference name-order alignment,aligned,Place-name meaning: Pathro — meaning uncertain/not securely attested in the consulted name dictionaries. Standard English equivalent: Pathro. Source form: Pathros. Greek form: παθουρης. Equivalent source: UKJV same-reference name-order alignment.
Sais,place,Ezekiel 30:15,ot,Sin,Sais,σαιν,bush,UKJV same-reference witness,0.57,Place-name meaning: Sin — bush. Standard English equivalent: Sin. Source form: Sais. Greek form: σαιν. Equivalent source: UKJV same-reference witness.
Gomer,person,Ezekiel 38:6,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Chebar,place,Ezekiel 43:3,ot,Chebar,Chebar,χοβαρ,force or strength,UKJV same-reference name-order alignment,aligned,Place-name meaning: Chebar — force or strength. Source form: Chebar. Greek form: χοβαρ. Equivalent source: UKJV same-reference name-order alignment.
Saunan,place,Ezekiel 47:16,ot,Hauran,Saunan,σαυναν,a hole; liberty; whiteness,UKJV same-reference witness,0.67,Place-name meaning: Hauran — a hole; liberty; whiteness. Standard English equivalent: Hauran. Source form: Saunan. Greek form: σαυναν. Equivalent source: UKJV same-reference witness.
Abiesdri,people_group,Daniel 1:3,ot,,,,,,,Ethnic or group proper noun; retained as a people-name rather than translated as ordinary vocabulary.
Mishael,person,Daniel 1:6,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Belteshazzar,person,Daniel 1:7,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Shadrach,person,Daniel 1:7,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Meshach,person,Daniel 1:7,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Abednego,person,Daniel 1:7,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Belshazzar,person,Daniel 5:0,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Ulai,place,Daniel 8:16,ot,Ulai,Ulai,ουλαι,strength; fool; senseless,UKJV same-reference name-order alignment,aligned,Place-name meaning: Ulai — strength; fool; senseless. Source form: Ulai. Greek form: ουλαι. Equivalent source: UKJV same-reference name-order alignment.
Gabriel,supernatural_being,Daniel 8:16,ot,,,,,,,Source text carries this as a divine or supernatural name/title; retained as a proper noun.
Xerxes,person,Daniel 9:1,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Romans,people_group,Daniel 11:30,ot,,,,,,,Ethnic or group proper noun; retained as a people-name rather than translated as ordinary vocabulary.
Beeri,person,Hosea 1:1,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Jehu,person,Hosea 1:4,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Gilgal,place,Hosea 4:15,ot,Gilgal,Gilgal,γαλγαλα,wheel; rolling; heap,UKJV same-reference name-order alignment,aligned,Place-name meaning: Gilgal — wheel; rolling; heap. Source form: Gilgal. Greek form: γαλγαλα. Equivalent source: UKJV same-reference name-order alignment.
Salaman,person,Hosea 10:14,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Gileadites,people_group,Amos 1:3,ot,,,,,,,Ethnic or group proper noun; retained as a people-name rather than translated as ordinary vocabulary.
Obadiah,person,Obadiah 1:1,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Shephelah,place,Obadiah 1:19,ot,Shemariah,Shephelah,σεφηλα,God is my guard,UKJV same-reference witness,0.56,Place-name meaning: Shemariah — God is my guard. Standard English equivalent: Shemariah. Source form: Shephelah. Greek form: σεφηλα. Equivalent source: UKJV same-reference witness.
Cushi,person,Zephaniah 1:1,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Crete,place,Zephaniah 2:6,ot,Crete,Crete,κρητη,carnal; fleshly,Logos Bible Knowledgebase alias,alias,Place-name meaning: Crete — carnal; fleshly. Source form: Crete. Greek form: κρητη. Equivalent source: Logos Bible Knowledgebase alias.
Zerubbabel,person,Haggai 1:1,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Sophonias,person,Zechariah 6:10,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Sedrach,place,Zechariah 9:1,ot,Hadrach,Sedrach,σεδραχ,point; joy of tenderness,UKJV same-reference name-order alignment,aligned,Place-name meaning: Hadrach — point; joy of tenderness. Standard English equivalent: Hadrach. Source form: Sedrach. Greek form: σεδραχ. Equivalent source: UKJV same-reference name-order alignment.
Iasol,place,Zechariah 14:5,ot,Azal,Iasol,ιασολ,meaning uncertain/not securely attested in the consulted name dictionaries,Logos Bible Knowledgebase alias,alias,Place-name meaning: Azal — meaning uncertain/not securely attested in the consulted name dictionaries. Standard English equivalent: Azal. Source form: Iasol. Greek form: ιασολ. Equivalent source: Logos Bible Knowledgebase alias.
Tishbite,person,Malachi 3:22,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Christ,person,Matthew 1:1,nt,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Judas,transliterated_form,Matthew 1:2,nt,Judas,Judas,ιουδαν,"Jude, same as Judah",manual/standard English equivalent,manual,"UKJV form: Judas. Judas is the standard English form for the NT personal name; Matthew 1:2-3 uses the same Greek name-family in Judah's genealogy. Source form: Judas. Greek form: ιουδαν. Name meaning: Jude, same as Judah. Equivalent source: UKJV form plus manual context review."
Phares,transliterated_form,Matthew 1:3,nt,Perez,Phares,φαρες,divided,manual/standard English equivalent,manual,Standard English equivalent: Perez. Source form: Phares. Greek form: φαρες. Name meaning: divided. Equivalent source: manual/standard English equivalent.
Zara,transliterated_form,Matthew 1:3,nt,Zerah,Zara,ζαρα,same as Zarah,manual/standard English equivalent,manual,Standard English equivalent: Zerah. Source form: Zara. Greek form: ζαρα. Name meaning: same as Zarah. Equivalent source: manual/standard English equivalent.
Thamar,transliterated_form,Matthew 1:3,nt,Tamar,Thamar,θαμαρ,palm; palm-tree,manual/standard English equivalent,manual,Standard English equivalent: Tamar. Source form: Thamar. Greek form: θαμαρ. Name meaning: palm; palm-tree. Equivalent source: manual/standard English equivalent.
Esrom,transliterated_form,Matthew 1:3,nt,Hezron,Esrom,εσρωμ,the dart of joy; the division of the song,manual/standard English equivalent,manual,Standard English equivalent: Hezron. Source form: Esrom. Greek form: εσρωμ. Name meaning: the dart of joy; the division of the song. Equivalent source: manual/standard English equivalent.
Aram,place,Matthew 1:3,nt,Aram,Aram,αραμ,"highness, magnificence, one that deceives; curse",UKJV same-reference name-order alignment,aligned,"Place-name meaning: Aram — highness, magnificence, one that deceives; curse. Source form: Aram. Greek form: αραμ. Equivalent source: UKJV same-reference name-order alignment."
Aminadab,transliterated_form,Matthew 1:4,nt,Amminadab,Aminadab,αμιναδαβ,my people is liberal,manual/standard English equivalent,manual,Standard English equivalent: Amminadab. Source form: Aminadab. Greek form: αμιναδαβ. Name meaning: my people is liberal. Equivalent source: manual/standard English equivalent.
Naasson,transliterated_form,Matthew 1:4,nt,Nahshon,Naasson,ναασσων,same as Naashon,manual/standard English equivalent,manual,Standard English equivalent: Nahshon. Source form: Naasson. Greek form: ναασσων. Name meaning: same as Naashon. Equivalent source: manual/standard English equivalent.
Salmon,person,Matthew 1:4,nt,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Booz,transliterated_form,Matthew 1:5,nt,Boaz,Booz,βοοζ,In strength; swiftness,manual/standard English equivalent,manual,Standard English equivalent: Boaz. Source form: Booz. Greek form: βοοζ. Name meaning: In strength; swiftness. Equivalent source: manual/standard English equivalent.
Obed,person,Matthew 1:5,nt,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Jesse,person,Matthew 1:5,nt,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Abia,transliterated_form,Matthew 1:7,nt,Abijah,Abia,αβια,the Lord is my father,manual/standard English equivalent,manual,Standard English equivalent: Abijah. Source form: Abia. Greek form: αβια. Name meaning: the Lord is my father. Equivalent source: manual/standard English equivalent.
Josaphat,transliterated_form,Matthew 1:8,nt,Jehoshaphat,Josaphat,ιωσαφατ,the Lord is judge,manual/standard English equivalent,manual,Standard English equivalent: Jehoshaphat. Source form: Josaphat. Greek form: ιωσαφατ. Name meaning: the Lord is judge. Equivalent source: manual/standard English equivalent.
Joram,person,Matthew 1:8,nt,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Ozias,transliterated_form,Matthew 1:8,nt,Uzziah,Ozias,οζιαν,"Uzziel, the strength, or kid, of the Lord",manual/standard English equivalent,manual,"Standard English equivalent: Uzziah. Source form: Ozias. Greek form: οζιαν. Name meaning: Uzziel, the strength, or kid, of the Lord. Equivalent source: manual/standard English equivalent."
Joatham,transliterated_form,Matthew 1:9,nt,Jotham,Joatham,ιωαθαμ,the perfection of the Lord,manual/standard English equivalent,manual,Standard English equivalent: Jotham. Source form: Joatham. Greek form: ιωαθαμ. Name meaning: the perfection of the Lord. Equivalent source: manual/standard English equivalent.
Achaz,transliterated_form,Matthew 1:9,nt,Ahaz,Achaz,αχαζ,one that takes or possesses,manual/standard English equivalent,manual,Standard English equivalent: Ahaz. Source form: Achaz. Greek form: αχαζ. Name meaning: one that takes or possesses. Equivalent source: manual/standard English equivalent.
Ezekias,transliterated_form,Matthew 1:9,nt,Hezekiah,Ezekias,εζεκιαν,Yahweh strengthens,manual/standard English equivalent,manual,Standard English equivalent: Hezekiah. Source form: Ezekias. Greek form: εζεκιαν. Name meaning: Yahweh strengthens. Equivalent source: manual/standard English equivalent.
Manasses,transliterated_form,Matthew 1:10,nt,Manasseh,Manasses,μανασσης,Causing to forget,manual/standard English equivalent,manual,Standard English equivalent: Manasseh. Source form: Manasses. Greek form: μανασσης. Name meaning: Causing to forget. Equivalent source: manual/standard English equivalent.
Amon,supernatural_being,Matthew 1:10,nt,,,,,,,Source text carries this as a divine or supernatural name/title; retained as a proper noun.
Josias,transliterated_form,Matthew 1:10,nt,Josiah,Josias,ιωσιαν,Yahweh supports; Yahweh heals,manual/standard English equivalent,manual,Standard English equivalent: Josiah. Source form: Josias. Greek form: ιωσιαν. Name meaning: Yahweh supports; Yahweh heals. Equivalent source: manual/standard English equivalent.
Jechonias,transliterated_form,Matthew 1:11,nt,Jeconiah,Jechonias,ιεχονιαν,"preparation, or stability, of the Lord",manual/standard English equivalent,manual,"Standard English equivalent: Jeconiah. Source form: Jechonias. Greek form: ιεχονιαν. Name meaning: preparation, or stability, of the Lord. Equivalent source: manual/standard English equivalent."
